area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price
571,1,2,2.0,0.0,8,15,15,Apartment,Unfurnished,Under Construction,Sarjapur Road,2.5,17.6,3.0,1,2460000
1227,2,2,1.0,0.0,0,7,7,Villa,Furnished,Ready to Move,Whitefield,4.0,27.1,3.0,0,12660000
2683,5,6,1.0,1.0,7,7,7,Apartment,Unfurnished,Under Construction,Sarjapur Road,3.5,17.9,3.0,0,14800000
2051,4,5,1.0,1.0,8,10,10,Apartment,Unfurnished,Ready to Move,Jayanagar,8.8,1.0,7.0,2,25770000
903,2,3,1.0,2.0,1,1,15,Apartment,Semi-Furnished,Under Construction,Whitefield,3.2,22.3,1.0,4,5140000
510,2,2,1.0,1.0,4,15,20,Independent House,Semi-Furnished,Under Construction,Indiranagar,9.1,8.5,3.0,1,7970000
953,2,2,2.0,1.0,26,6,7,Apartment,Furnished,Ready to Move,Indiranagar,9.4,7.2,1.0,3,15660000
1484,3,3,2.0,1.0,17,2,10,Independent House,Unfurnished,Ready to Move,Koramangala,5.9,7.5,7.0,3,16860000
1256,3,3,1.0,0.0,4,4,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,0.8,10.7,4.0,2,5870000
1076,3,3,1.0,2.0,3,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,3.9,12.3,3.0,1,9240000
1153,3,4,1.0,1.0,1,4,7,Apartment,Semi-Furnished,Under Construction,Marathahalli,4.4,11.5,4.0,1,6060000
2305,4,5,2.0,1.0,0,3,5,Independent House,Semi-Furnished,Ready to Move,Indiranagar,8.8,6.6,5.0,5,40520000
1324,2,3,2.0,2.0,2,1,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.2,26.6,6.0,5,6970000
1212,2,2,1.0,1.0,22,10,20,Independent House,Semi-Furnished,Under Construction,Marathahalli,5.0,12.9,3.0,2,6770000
1023,3,3,2.0,1.0,25,14,20,Independent House,Semi-Furnished,Under Construction,Jayanagar,5.4,8.0,0.0,4,10000000
3278,5,5,1.0,1.0,13,1,10,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.1,17.4,7.0,1,30420000
1214,3,3,2.0,1.0,3,2,7,Apartment,Semi-Furnished,Under Construction,Jayanagar,6.5,5.9,3.0,2,11660000
1236,3,4,1.0,0.0,1,7,10,Villa,Semi-Furnished,Ready to Move,Hebbal,3.8,10.5,4.0,2,13130000
1270,3,3,1.0,2.0,7,12,20,Independent House,Semi-Furnished,Ready to Move,Indiranagar,10.0,10.4,3.0,2,24310000
2282,4,5,1.0,2.0,8,1,10,Apartment,Furnished,Ready to Move,Whitefield,1.1,16.8,1.0,1,21590000
1132,2,2,2.0,1.0,4,3,7,Villa,Semi-Furnished,Ready to Move,Hebbal,6.9,12.3,1.0,1,12540000
931,2,2,2.0,1.0,9,11,20,Apartment,Furnished,Ready to Move,HSR Layout,7.5,14.1,7.0,1,12630000
2754,5,6,3.0,2.0,10,5,15,Apartment,Unfurnished,Ready to Move,HSR Layout,7.5,4.2,3.0,2,30020000
2185,4,4,0.0,1.0,12,11,20,Apartment,Unfurnished,Ready to Move,Koramangala,8.1,5.3,3.0,2,28160000
1057,2,2,1.0,2.0,5,5,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.3,22.3,4.0,1,5720000
1729,3,3,1.0,1.0,12,7,7,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.0,16.0,1.0,3,9790000
705,2,3,2.0,1.0,0,20,20,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.3,9.6,3.0,2,8240000
953,2,3,2.0,1.0,9,8,10,Villa,Unfurnished,Under Construction,HSR Layout,6.4,15.1,1.0,1,10780000
2201,5,6,2.0,1.0,2,3,3,Apartment,Furnished,Ready to Move,Yelahanka,2.7,18.0,4.0,2,13980000
940,2,3,2.0,0.0,2,8,10,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.2,15.1,4.0,0,4720000
1909,4,5,2.0,2.0,0,6,10,Apartment,Semi-Furnished,Under Construction,Yelahanka,1.6,11.7,3.0,5,9040000
941,2,3,3.0,1.0,1,4,7,Apartment,Furnished,Ready to Move,HSR Layout,5.3,10.5,4.0,2,11820000
1176,3,3,1.0,2.0,38,15,25,Villa,Unfurnished,Under Construction,Indiranagar,10.0,4.5,4.0,1,15630000
386,1,1,2.0,0.0,4,3,3,Apartment,Furnished,Ready to Move,Banashankari,9.0,7.7,3.0,1,3320000
813,3,3,3.0,1.0,21,15,20,Villa,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,16.5,4.0,2,6230000
1363,3,4,1.0,2.0,1,5,5,Apartment,Unfurnished,Under Construction,Whitefield,5.6,18.2,1.0,3,9910000
1279,3,3,2.0,2.0,1,4,7,Independent House,Furnished,Ready to Move,Whitefield,4.7,20.1,1.0,0,14010000
475,1,1,1.0,2.0,6,2,7,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.3,1.3,0.0,1,6600000
1201,2,3,1.0,2.0,3,2,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.8,19.1,2.0,2,6190000
455,1,1,2.0,1.0,8,1,5,Villa,Furnished,Under Construction,Jayanagar,8.2,3.7,6.0,0,5500000
1219,2,3,1.0,2.0,4,8,25,Apartment,Furnished,Ready to Move,Jayanagar,9.0,6.3,4.0,0,17140000
1854,3,4,1.0,0.0,13,13,15,Villa,Furnished,Under Construction,Whitefield,3.0,19.0,3.0,1,15230000
853,3,3,2.0,0.0,4,5,15,Villa,Semi-Furnished,Under Construction,Marathahalli,8.2,16.0,1.0,2,7100000
1425,3,4,0.0,0.0,6,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.2,13.8,2.0,1,13300000
1288,3,4,0.0,2.0,3,7,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.5,23.5,1.0,1,7190000
396,2,2,2.0,0.0,9,12,20,Apartment,Furnished,Ready to Move,Sarjapur Road,3.0,14.5,4.0,5,2990000
675,2,3,1.0,0.0,8,7,7,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.1,7.4,3.0,6,6490000
1097,2,3,1.0,1.0,4,3,5,Villa,Semi-Furnished,Under Construction,HSR Layout,7.3,14.8,4.0,0,14110000
2807,4,4,1.0,1.0,2,10,10,Apartment,Furnished,Ready to Move,Jayanagar,7.6,5.0,2.0,3,50460000
1652,3,3,0.0,2.0,7,6,20,Apartment,Furnished,Ready to Move,HSR Layout,7.2,13.1,7.0,3,22390000
1011,2,2,0.0,1.0,22,5,10,Apartment,Furnished,Ready to Move,Hebbal,4.3,12.0,4.0,2,8060000
945,2,2,2.0,1.0,1,2,7,Independent House,Semi-Furnished,Ready to Move,Marathahalli,0.0,13.1,1.0,1,6830000
2673,4,4,1.0,0.0,12,3,10,Apartment,Unfurnished,Ready to Move,Marathahalli,1.3,14.6,3.0,1,16140000
2001,3,4,,1.0,6,3,20,Apartment,Furnished,Ready to Move,Hebbal,5.0,9.5,2.0,3,20160000
1235,3,3,3.0,0.0,5,1,3,Independent House,Semi-Furnished,Under Construction,Electronic City,3.8,24.7,3.0,1,7310000
570,2,3,2.0,1.0,26,2,5,Apartment,Furnished,Under Construction,Yelahanka,2.4,13.4,8.0,2,2250000
551,2,2,0.0,1.0,7,3,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,5.6,7.7,2.0,0,5510000
3540,5,5,1.0,1.0,14,1,3,Independent House,Furnished,Under Construction,Koramangala,8.4,7.2,3.0,3,72900000
1386,3,4,2.0,2.0,5,4,7,Villa,Semi-Furnished,Under Construction,Sarjapur Road,3.5,19.3,4.0,0,10720000
984,2,3,2.0,2.0,2,2,5,Apartment,Furnished,Ready to Move,Hebbal,4.3,10.3,2.0,3,10820000
1283,4,4,2.0,0.0,9,3,10,Apartment,Unfurnished,Under Construction,Electronic City,0.9,22.6,7.0,2,6060000
1189,3,3,1.0,0.0,20,3,7,Apartment,Furnished,Ready to Move,Hebbal,3.7,9.8,3.0,1,9000000
893,2,3,1.0,2.0,14,3,7,Apartment,Unfurnished,Ready to Move,Yelahanka,4.4,15.4,2.0,3,3920000
989,2,2,1.0,0.0,1,10,20,Independent House,Unfurnished,Ready to Move,HSR Layout,4.9,8.4,0.0,4,10780000
874,2,2,2.0,1.0,3,3,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.7,5.7,4.0,1,6390000
752,2,2,2.0,1.0,5,6,7,Villa,Semi-Furnished,Ready to Move,Koramangala,10.0,5.9,5.0,0,11700000
1180,3,4,0.0,2.0,6,4,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,5.1,13.0,1.0,1,17650000
1179,2,2,0.0,1.0,1,9,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.3,7.2,1.0,2,18480000
2097,4,4,3.0,0.0,2,10,15,Apartment,Furnished,Under Construction,Yelahanka,4.5,16.7,5.0,3,10840000
3142,5,5,1.0,0.0,11,13,15,Apartment,Furnished,Ready to Move,Marathahalli,5.8,18.4,7.0,2,25720000
451,1,2,1.0,0.0,10,10,10,Independent House,Semi-Furnished,Under Construction,Koramangala,7.0,2.0,1.0,2,5740000
572,3,3,2.0,1.0,14,13,20,Independent House,Semi-Furnished,Ready to Move,Indiranagar,6.2,8.9,2.0,2,9850000
1790,4,4,1.0,1.0,21,14,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.9,16.7,2.0,2,11720000
1157,3,3,1.0,2.0,2,2,5,Villa,Furnished,Ready to Move,Whitefield,5.2,20.1,4.0,4,13460000
1497,3,3,1.0,1.0,15,5,5,Apartment,Furnished,Under Construction,Yelahanka,3.6,16.7,3.0,4,8090000
1574,2,3,2.0,1.0,8,2,10,Independent House,Unfurnished,Under Construction,Hebbal,6.4,15.1,2.0,0,10750000
1594,3,4,1.0,1.0,25,22,25,Apartment,Unfurnished,Ready to Move,Jayanagar,4.9,8.0,5.0,2,12980000
2166,3,4,3.0,0.0,2,1,7,Apartment,Unfurnished,Under Construction,Banashankari,5.3,8.8,2.0,2,13960000
3118,5,6,1.0,2.0,2,1,5,Independent House,Semi-Furnished,Under Construction,Electronic City,2.9,20.6,3.0,0,21150000
830,2,3,2.0,0.0,9,5,20,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.6,5.2,0.0,3,5720000
2139,4,4,0.0,1.0,21,1,5,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.2,14.3,2.0,2,11370000
1288,2,3,1.0,0.0,13,8,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,5.5,10.6,1.0,3,7310000
3824,5,5,2.0,1.0,10,1,3,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.9,6.2,1.0,5,52530000
1238,3,4,1.0,2.0,3,1,3,Apartment,Unfurnished,Ready to Move,Yelahanka,3.4,10.7,6.0,2,5760000
1470,3,3,2.0,0.0,10,8,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,9.1,5.9,2.0,6,27030000
999,3,4,1.0,1.0,12,3,10,Apartment,Unfurnished,Ready to Move,Koramangala,8.6,3.2,3.0,4,11970000
1106,2,2,0.0,0.0,11,4,5,Apartment,Furnished,Ready to Move,Whitefield,3.4,18.7,2.0,1,7530000
1245,2,3,1.0,2.0,9,8,15,Villa,Semi-Furnished,Ready to Move,Jayanagar,6.1,5.2,6.0,3,17170000
957,2,3,2.0,1.0,0,4,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.3,1.0,4.0,3,11480000
823,2,3,0.0,1.0,8,9,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.6,16.7,3.0,3,4280000
1018,2,3,3.0,1.0,5,6,7,Villa,Semi-Furnished,Ready to Move,Yelahanka,2.0,13.4,3.0,5,6380000
1516,3,3,1.0,2.0,26,3,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,2.7,17.4,3.0,1,11970000
1422,3,3,0.0,1.0,7,5,15,Villa,Unfurnished,Ready to Move,Sarjapur Road,1.2,27.4,1.0,1,9880000
983,2,3,1.0,1.0,7,3,3,Villa,Semi-Furnished,Under Construction,Koramangala,6.1,1.0,5.0,2,18280000
1930,4,5,1.0,1.0,41,3,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.2,13.2,4.0,1,11420000
1678,3,3,0.0,1.0,0,12,20,Independent House,Semi-Furnished,Ready to Move,Hebbal,4.3,9.6,3.0,1,18710000
3212,5,5,2.0,0.0,2,1,7,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.2,3.3,3.0,0,37170000
1124,3,3,1.0,1.0,8,1,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,1.9,14.0,3.0,1,7770000
757,2,2,1.0,0.0,3,1,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,0.6,25.4,3.0,2,4090000
1328,3,3,3.0,1.0,3,3,25,Independent House,Unfurnished,Under Construction,Indiranagar,8.9,8.6,4.0,5,19990000
1606,3,3,1.0,1.0,17,7,20,Villa,Unfurnished,Ready to Move,Hebbal,5.2,10.1,4.0,3,14550000
566,1,1,1.0,0.0,6,3,3,Independent House,Unfurnished,Ready to Move,Indiranagar,9.6,7.7,4.0,4,8640000
479,1,1,1.0,1.0,0,2,10,Apartment,Unfurnished,Under Construction,Electronic City,4.6,18.9,5.0,1,2210000
999,2,2,1.0,2.0,2,16,20,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.3,4.8,1.0,1,14050000
887,2,2,1.0,1.0,0,5,7,Villa,Semi-Furnished,Ready to Move,Hebbal,5.2,14.0,7.0,2,9500000
1117,2,2,1.0,1.0,6,2,7,Independent House,Furnished,Ready to Move,Electronic City,4.6,19.0,1.0,4,9950000
1493,3,4,1.0,2.0,1,6,7,Apartment,Furnished,Ready to Move,Koramangala,10.0,1.8,1.0,1,31260000
890,2,2,2.0,1.0,15,1,3,Independent House,Semi-Furnished,Under Construction,Sarjapur Road,2.7,18.1,3.0,5,5810000
1464,3,4,2.0,0.0,6,7,15,Independent House,Semi-Furnished,Under Construction,Hebbal,6.2,12.1,3.0,3,12540000
1768,3,4,2.0,1.0,0,2,10,Apartment,Unfurnished,Ready to Move,Whitefield,3.4,16.8,0.0,2,12740000
841,2,2,1.0,1.0,2,10,10,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.7,16.7,7.0,1,11540000
594,1,1,0.0,1.0,7,2,7,Apartment,Unfurnished,Under Construction,Koramangala,9.6,1.5,3.0,4,5760000
542,1,1,1.0,1.0,3,2,15,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.9,24.9,3.0,0,2530000
1031,2,2,1.0,1.0,5,11,15,Apartment,Furnished,Ready to Move,Indiranagar,7.2,6.8,2.0,1,16850000
825,2,2,0.0,2.0,19,6,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.0,15.6,1.0,3,4170000
970,2,2,1.0,1.0,3,2,20,Villa,Unfurnished,Under Construction,Marathahalli,2.6,15.4,5.0,2,6530000
1710,3,4,1.0,1.0,3,2,5,Apartment,Furnished,Ready to Move,Marathahalli,2.4,11.5,2.0,3,16080000
1137,3,3,2.0,2.0,13,14,15,Villa,Unfurnished,Ready to Move,Electronic City,5.1,22.2,1.0,4,7900000
697,2,3,1.0,1.0,3,1,10,Villa,Furnished,Ready to Move,Hebbal,5.8,14.5,2.0,3,9500000
704,2,2,3.0,2.0,0,3,5,Villa,Furnished,Ready to Move,Indiranagar,7.6,3.3,1.0,1,16140000
1072,3,4,2.0,1.0,1,4,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,3.2,9.2,1.0,2,9330000
2238,4,4,0.0,1.0,23,1,7,Independent House,Unfurnished,Ready to Move,Marathahalli,2.6,12.3,5.0,2,14260000
1006,3,3,1.0,2.0,21,6,20,Apartment,Furnished,Ready to Move,Koramangala,6.9,4.5,4.0,4,13540000
1316,3,3,2.0,0.0,2,4,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.7,14.3,2.0,3,9220000
1067,2,3,2.0,1.0,6,2,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.2,20.9,3.0,2,5900000
1029,2,2,1.0,1.0,1,1,3,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,6.9,12.5,3.0,4,5350000
1845,4,5,1.0,1.0,8,15,25,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.3,22.3,5.0,1,15180000
571,1,2,1.0,1.0,1,4,7,Apartment,Unfurnished,Ready to Move,Koramangala,7.1,10.0,1.0,0,5890000
2860,5,6,1.0,0.0,0,7,10,Villa,Unfurnished,Ready to Move,Hebbal,6.4,12.4,6.0,1,26520000
1337,3,3,3.0,0.0,13,7,15,Apartment,Unfurnished,Ready to Move,HSR Layout,3.8,8.2,3.0,2,13240000
1340,3,4,1.0,1.0,3,4,5,Apartment,Unfurnished,Ready to Move,Hebbal,5.3,12.6,4.0,1,11840000
795,1,2,0.0,1.0,0,7,10,Independent House,Unfurnished,Ready to Move,HSR Layout,4.5,13.4,5.0,1,10070000
1626,3,3,1.0,1.0,14,1,3,Independent House,Unfurnished,Ready to Move,Marathahalli,0.7,17.8,3.0,2,10770000
2094,3,3,2.0,1.0,11,1,5,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.5,20.7,2.0,1,10670000
855,2,3,2.0,1.0,9,3,15,Apartment,Unfurnished,Ready to Move,Jayanagar,7.9,7.3,3.0,0,8130000
933,2,3,2.0,1.0,19,5,5,Apartment,Furnished,Under Construction,Electronic City,3.7,24.0,5.0,2,4630000
1467,4,4,2.0,2.0,5,1,7,Apartment,Semi-Furnished,Under Construction,HSR Layout,,10.4,3.0,2,16160000
1173,3,4,2.0,0.0,1,2,5,Independent House,Semi-Furnished,Ready to Move,Whitefield,0.4,17.1,2.0,2,11170000
1311,2,2,2.0,0.0,0,1,7,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,20.9,1.0,1,8490000
492,1,1,1.0,1.0,3,1,3,Apartment,Unfurnished,Under Construction,Marathahalli,3.8,13.0,2.0,2,2540000
1937,3,3,0.0,1.0,0,7,15,Independent House,Furnished,Ready to Move,Yelahanka,3.9,16.9,8.0,3,13580000
1051,3,3,2.0,1.0,6,1,3,Apartment,Semi-Furnished,Under Construction,Yelahanka,1.4,10.7,6.0,2,4800000
1105,3,4,1.0,1.0,0,15,15,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.9,19.5,2.0,1,7090000
1304,3,3,2.0,1.0,4,8,10,Apartment,Furnished,Ready to Move,Hebbal,4.2,6.0,5.0,0,12680000
937,2,2,1.0,1.0,1,2,7,Villa,Semi-Furnished,Under Construction,Marathahalli,3.6,15.2,0.0,1,7850000
1658,3,3,2.0,2.0,3,2,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.1,13.5,2.0,2,17950000
1035,2,2,0.0,1.0,8,1,5,Apartment,Furnished,Ready to Move,Yelahanka,1.2,18.7,2.0,0,5320000
1833,4,5,0.0,1.0,3,5,7,Apartment,Furnished,Ready to Move,Marathahalli,5.2,11.3,4.0,1,14100000
1362,3,4,2.0,2.0,3,2,5,Apartment,Furnished,Ready to Move,Jayanagar,4.6,7.9,2.0,2,18680000
889,2,2,1.0,1.0,37,4,7,Independent House,Unfurnished,Ready to Move,Whitefield,5.3,22.1,5.0,3,5630000
776,2,3,2.0,1.0,10,23,25,Apartment,Furnished,Ready to Move,Indiranagar,8.3,10.1,2.0,1,13790000
1644,4,4,1.0,1.0,5,5,5,Apartment,Semi-Furnished,Ready to Move,Indiranagar,8.4,6.1,4.0,3,28930000
1145,2,3,3.0,1.0,6,14,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,0.4,15.1,2.0,1,10050000
602,2,3,2.0,2.0,7,9,10,Independent House,Unfurnished,Ready to Move,Jayanagar,5.8,4.7,2.0,4,6990000
1852,3,3,1.0,0.0,0,2,3,Independent House,Unfurnished,Under Construction,Electronic City,3.0,19.4,1.0,2,8270000
884,2,3,2.0,2.0,0,12,20,Apartment,Unfurnished,Under Construction,Banashankari,7.0,10.6,4.0,4,6340000
1183,3,3,0.0,1.0,8,12,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.3,22.6,4.0,3,9250000
1090,2,2,1.0,2.0,3,9,20,Apartment,Unfurnished,Ready to Move,Indiranagar,7.7,3.1,3.0,0,16120000
1815,3,3,2.0,0.0,0,10,10,Apartment,Unfurnished,Ready to Move,Whitefield,5.6,16.4,2.0,0,14400000
672,1,2,2.0,2.0,2,2,5,Independent House,Furnished,Ready to Move,Sarjapur Road,2.9,18.4,2.0,1,5630000
605,1,1,1.0,0.0,1,5,7,Apartment,Semi-Furnished,Under Construction,Yelahanka,4.5,16.1,5.0,3,2290000
2434,4,5,1.0,1.0,19,7,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.7,10.7,1.0,1,26070000
919,3,4,2.0,1.0,1,2,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.7,14.7,3.0,1,8970000
850,2,2,1.0,1.0,1,7,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.7,13.1,5.0,2,9860000
776,2,2,2.0,1.0,7,11,15,Independent House,Unfurnished,Under Construction,Yelahanka,3.9,16.0,5.0,3,3550000
1742,3,4,2.0,0.0,5,1,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,5.0,15.0,5.0,2,10590000
1292,3,3,1.0,1.0,6,4,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.7,9.8,4.0,1,12350000
3273,5,5,0.0,1.0,4,21,25,Apartment,Unfurnished,Under Construction,Whitefield,5.2,18.2,1.0,4,20390000
3100,5,6,1.0,1.0,5,5,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,7.5,7.6,3.0,1,26630000
1158,3,4,2.0,1.0,12,4,7,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.9,16.5,4.0,1,6520000
838,2,2,2.0,0.0,1,2,3,Villa,Semi-Furnished,Under Construction,Electronic City,2.7,21.3,5.0,0,5570000
1762,3,4,2.0,1.0,4,5,7,Apartment,Unfurnished,Ready to Move,Hebbal,7.3,12.2,3.0,1,16100000
1182,3,3,1.0,1.0,25,3,7,Villa,Semi-Furnished,Ready to Move,HSR Layout,7.3,8.1,4.0,2,13020000
973,2,2,2.0,1.0,1,1,3,Independent House,Semi-Furnished,Ready to Move,Yelahanka,2.3,17.0,7.0,1,6070000
801,2,3,1.0,2.0,2,2,3,Independent House,Semi-Furnished,Under Construction,Whitefield,6.9,25.5,4.0,2,6650000
515,1,2,2.0,1.0,1,1,10,Independent House,Furnished,Under Construction,Sarjapur Road,1.9,17.5,5.0,2,3820000
544,1,1,1.0,0.0,0,3,7,Apartment,Furnished,Ready to Move,Jayanagar,7.5,4.0,3.0,2,7050000
801,2,2,2.0,0.0,2,1,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.1,20.9,3.0,1,6260000
1131,3,4,2.0,1.0,0,9,20,Apartment,Unfurnished,Ready to Move,HSR Layout,7.9,7.6,2.0,3,11070000
1480,3,3,1.0,1.0,1,1,10,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.0,19.6,3.0,0,14140000
1163,3,3,2.0,0.0,3,4,5,Independent House,Semi-Furnished,Under Construction,Indiranagar,6.8,3.0,1.0,1,18040000
795,2,2,1.0,0.0,0,18,20,Independent House,Furnished,Under Construction,Electronic City,3.7,18.8,4.0,2,5510000
446,1,2,1.0,1.0,11,4,7,Apartment,Furnished,Ready to Move,Marathahalli,5.1,11.4,7.0,1,2950000
1378,3,3,0.0,1.0,12,2,5,Independent House,Semi-Furnished,Ready to Move,HSR Layout,4.7,8.0,0.0,1,17150000
1129,2,2,2.0,0.0,4,6,20,Apartment,Semi-Furnished,Under Construction,HSR Layout,6.8,6.9,3.0,2,10740000
1821,3,3,2.0,1.0,33,1,5,Apartment,Unfurnished,Ready to Move,Sarjapur Road,1.5,21.8,3.0,4,7910000
2393,5,5,2.0,2.0,9,10,20,Apartment,Semi-Furnished,Ready to Move,Whitefield,5.9,21.3,4.0,3,20420000
1358,2,2,2.0,2.0,10,2,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,2.1,18.8,4.0,4,6050000
759,2,2,0.0,2.0,1,1,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.8,7.9,3.0,1,6430000
1703,3,3,0.0,2.0,14,3,3,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.3,13.1,3.0,2,9830000
2395,5,6,1.0,1.0,23,1,3,Apartment,Furnished,Ready to Move,Marathahalli,5.2,15.3,4.0,1,17690000
1156,3,3,2.0,0.0,2,1,5,Villa,Semi-Furnished,Ready to Move,Yelahanka,3.7,21.0,3.0,3,8060000
1702,4,4,3.0,1.0,9,16,20,Independent House,Furnished,Ready to Move,Koramangala,9.5,1.7,2.0,5,34150000
940,2,3,1.0,1.0,10,2,7,Villa,Semi-Furnished,Ready to Move,Whitefield,4.9,16.1,1.0,4,7890000
3124,5,6,2.0,2.0,2,1,3,Apartment,Furnished,Ready to Move,HSR Layout,8.5,10.6,3.0,5,51010000
1077,2,3,2.0,1.0,5,9,10,Independent House,Semi-Furnished,Ready to Move,Hebbal,2.4,10.0,6.0,1,10630000
446,1,1,0.0,1.0,0,5,5,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.2,25.1,5.0,1,3750000
1604,4,4,1.0,1.0,1,1,5,Apartment,Semi-Furnished,Ready to Move,Marathahalli,3.8,15.6,0.0,1,11320000
1633,4,5,2.0,1.0,0,1,5,Apartment,Semi-Furnished,Under Construction,Banashankari,4.3,7.1,1.0,1,11720000
537,1,2,1.0,1.0,6,15,15,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.7,11.2,4.0,4,4610000
910,2,2,2.0,1.0,7,1,3,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.0,5.6,6.0,2,10800000
445,1,1,1.0,2.0,19,3,7,Villa,Semi-Furnished,Ready to Move,Whitefield,5.6,14.5,1.0,2,3520000
1001,2,3,0.0,1.0,6,3,3,Independent House,Furnished,Under Construction,Hebbal,3.2,12.1,1.0,2,8320000
1379,2,2,1.0,1.0,2,8,10,Apartment,Unfurnished,Ready to Move,Marathahalli,7.4,12.5,3.0,5,9110000
2517,5,5,2.0,1.0,0,3,7,Independent House,Semi-Furnished,Ready to Move,Whitefield,3.7,21.9,5.0,1,29690000
1278,3,3,1.0,1.0,17,1,3,Independent House,Semi-Furnished,Under Construction,Whitefield,4.8,17.3,3.0,2,8310000
1556,3,4,2.0,1.0,5,4,10,Independent House,Unfurnished,Ready to Move,Yelahanka,2.7,18.0,4.0,0,8400000
1243,3,4,1.0,1.0,10,5,10,Apartment,Furnished,Under Construction,Marathahalli,4.1,15.6,3.0,1,8490000
1587,3,4,1.0,1.0,0,2,5,Independent House,Furnished,Under Construction,Hebbal,4.2,12.5,6.0,1,17000000
1198,3,3,2.0,0.0,5,10,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.3,19.8,1.0,1,6720000
1912,3,3,1.0,1.0,3,3,7,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.9,8.3,1.0,1,12480000
1015,2,2,2.0,1.0,0,4,15,Apartment,Semi-Furnished,Ready to Move,Jayanagar,3.1,7.3,2.0,1,12800000
1226,3,4,0.0,2.0,11,7,10,Apartment,Unfurnished,Under Construction,Indiranagar,8.2,4.9,2.0,2,15040000
1235,3,4,2.0,0.0,5,11,20,Villa,Semi-Furnished,Ready to Move,Electronic City,2.8,21.8,2.0,1,9400000
1794,4,5,2.0,0.0,3,4,10,Apartment,Semi-Furnished,Ready to Move,Indiranagar,10.0,2.1,2.0,2,29860000
