area_sqft,bhk,bathrooms,balconies,parking,age_years,floor,total_floors,property_type,furnishing,availability,location,amenities_score,distance_to_center_km,nearby_schools,nearby_hospitals,price,property_type_encoded,furnishing_encoded,availability_encoded,location_encoded
1809.0,3,3,1,1,0,4,7,Independent House,Unfurnished,Under Construction,Jayanagar,4.8,5.1,4,1,22060000,1,2,1,5
2058.0,4,5,1,1,0,9,15,Independent House,Unfurnished,Under Construction,Yelahanka,4.8,24.4,4,1,10680000,1,2,1,10
2712.875,4,5,0,1,2,3,3,Independent House,Unfurnished,Under Construction,Whitefield,4.1,22.4,2,2,27340000,1,2,1,9
776.0,2,3,2,1,0,14,20,Villa,Unfurnished,Ready to Move,Electronic City,4.0,22.1,5,2,4600000,2,2,0,1
527.0,1,2,1,1,3,3,5,Apartment,Unfurnished,Ready to Move,HSR Layout,6.5,8.0,5,2,4610000,0,2,0,2
1815.0,3,4,0,1,0,11,15,Apartment,Unfurnished,Ready to Move,Sarjapur Road,4.8,15.3,1,2,11170000,0,2,0,8
1210.0,3,3,0,1,0,5,7,Independent House,Semi-Furnished,Under Construction,Banashankari,6.0,9.3,4,2,10890000,1,1,1,0
921.0,2,2,2,1,8,3,7,Apartment,Unfurnished,Ready to Move,HSR Layout,6.5,8.4,5,3,9430000,0,2,0,2
998.0,2,2,3,1,18,1,10,Apartment,Semi-Furnished,Ready to Move,Marathahalli,4.1,17.0,7,1,6140000,0,1,0,7
1123.0,3,3,0,1,4,8,15,Villa,Unfurnished,Ready to Move,Koramangala,4.3,3.8,3,3,21690000,2,2,0,6
871.0,2,2,0,1,14,1,7,Apartment,Furnished,Under Construction,Jayanagar,7.9,5.8,0,1,9330000,0,0,1,5
1431.0,3,3,1,1,0,6,10,Apartment,Unfurnished,Under Construction,Indiranagar,8.4,5.3,1,3,17560000,0,2,1,4
1413.0,3,3,2,1,12,2,3,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.8,7.5,4,3,11860000,0,1,0,0
2512.0,4,4,1,1,0,6,20,Apartment,Semi-Furnished,Ready to Move,Marathahalli,6.5,14.8,1,3,20390000,0,1,0,7
1831.0,3,4,1,1,14,6,15,Independent House,Furnished,Ready to Move,Electronic City,4.6,28.2,3,1,12950000,1,0,0,1
787.0,2,2,1,1,17,6,7,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.4,21.6,1,3,5510000,0,1,0,9
2044.0,4,4,1,1,12,10,15,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.6,5.3,4,4,26770000,0,1,0,6
1588.0,3,4,3,1,13,3,7,Apartment,Semi-Furnished,Under Construction,HSR Layout,10.0,12.4,1,2,14960000,0,1,1,2
1238.0,2,3,0,1,6,14,15,Villa,Semi-Furnished,Ready to Move,HSR Layout,7.1,9.7,1,2,17860000,2,1,0,2
1601.0,3,3,1,1,2,9,10,Independent House,Unfurnished,Ready to Move,Hebbal,5.3,9.1,3,3,15200000,1,2,0,3
1005.0,2,3,2,1,8,4,10,Apartment,Semi-Furnished,Under Construction,Jayanagar,6.4,1.0,2,2,9510000,0,1,1,5
2266.0,4,4,2,1,4,2,3,Villa,Furnished,Ready to Move,Jayanagar,5.3,1.0,2,2,48940000,2,0,0,5
1588.0,3,3,0,1,0,14,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,1.4,22.2,2,2,11910000,0,1,0,9
1140.0,3,4,3,1,5,6,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,7.3,13.1,1,1,11900000,1,1,0,3
571.0,1,2,2,1,8,14,15,Apartment,Unfurnished,Under Construction,Sarjapur Road,2.5,17.6,3,1,2460000,0,2,1,8
1227.0,2,2,1,1,0,7,7,Villa,Furnished,Ready to Move,Whitefield,4.0,27.1,3,0,12660000,2,0,0,9
2683.0,4,6,1,1,7,7,7,Apartment,Unfurnished,Under Construction,Sarjapur Road,3.5,17.9,3,0,14800000,0,2,1,8
2051.0,4,5,1,1,8,10,10,Apartment,Unfurnished,Ready to Move,Jayanagar,8.8,1.0,7,2,25770000,0,2,0,5
903.0,2,3,1,1,1,1,15,Apartment,Semi-Furnished,Under Construction,Whitefield,3.2,22.3,1,4,5140000,0,1,1,9
510.0,2,2,1,1,4,14,20,Independent House,Semi-Furnished,Under Construction,Indiranagar,9.1,8.5,3,1,7970000,1,1,1,4
953.0,2,2,2,1,24,6,7,Apartment,Furnished,Ready to Move,Indiranagar,9.4,7.2,1,3,15660000,0,0,0,4
1484.0,3,3,2,1,17,2,10,Independent House,Unfurnished,Ready to Move,Koramangala,5.9,7.5,7,3,16860000,1,2,0,6
1256.0,3,3,1,1,4,4,15,Apartment,Semi-Furnished,Ready to Move,Yelahanka,0.8,10.7,4,2,5870000,0,1,0,10
1076.0,3,3,1,1,3,2,5,Apartment,Unfurnished,Ready to Move,Hebbal,3.9,12.3,3,1,9240000,0,2,0,3
1153.0,3,4,1,1,1,4,7,Apartment,Semi-Furnished,Under Construction,Marathahalli,4.4,11.5,4,1,6060000,0,1,1,7
2305.0,4,5,2,1,0,3,5,Independent House,Semi-Furnished,Ready to Move,Indiranagar,8.8,6.6,5,5,40520000,1,1,0,4
1324.0,2,3,2,1,2,1,10,Apartment,Semi-Furnished,Ready to Move,Electronic City,3.2,26.6,6,5,6970000,0,1,0,1
1212.0,2,2,1,1,22,10,20,Independent House,Semi-Furnished,Under Construction,Marathahalli,5.0,12.9,3,2,6770000,1,1,1,7
1023.0,3,3,2,1,24,14,20,Independent House,Semi-Furnished,Under Construction,Jayanagar,5.4,8.0,0,4,10000000,1,1,1,5
2712.875,4,5,1,1,13,1,10,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.1,17.4,7,1,30420000,1,1,0,9
1214.0,3,3,2,1,3,2,7,Apartment,Semi-Furnished,Under Construction,Jayanagar,6.5,5.9,3,2,11660000,0,1,1,5
1236.0,3,4,1,1,1,7,10,Villa,Semi-Furnished,Ready to Move,Hebbal,3.8,10.5,4,2,13130000,2,1,0,3
1270.0,3,3,1,1,7,12,20,Independent House,Semi-Furnished,Ready to Move,Indiranagar,10.0,10.4,3,2,24310000,1,1,0,4
2282.0,4,5,1,1,8,1,10,Apartment,Furnished,Ready to Move,Whitefield,1.1,16.8,1,1,21590000,0,0,0,9
1132.0,2,2,2,1,4,3,7,Villa,Semi-Furnished,Ready to Move,Hebbal,6.9,12.3,1,1,12540000,2,1,0,3
931.0,2,2,2,1,9,11,20,Apartment,Furnished,Ready to Move,HSR Layout,7.5,14.1,7,1,12630000,0,0,0,2
2712.875,4,6,3,1,10,5,15,Apartment,Unfurnished,Ready to Move,HSR Layout,7.5,4.2,3,2,30020000,0,2,0,2
2185.0,4,4,0,1,12,11,20,Apartment,Unfurnished,Ready to Move,Koramangala,8.1,5.3,3,2,28160000,0,2,0,6
1057.0,2,2,1,1,5,5,20,Apartment,Semi-Furnished,Ready to Move,Electronic City,5.3,22.3,4,1,5720000,0,1,0,1
1729.0,3,3,1,1,12,7,7,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.0,16.0,1,3,9790000,0,2,0,8
705.0,2,3,2,1,0,14,20,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.3,9.6,3,2,8240000,0,1,1,5
953.0,2,3,2,1,9,8,10,Villa,Unfurnished,Under Construction,HSR Layout,6.4,15.1,1,1,10780000,2,2,1,2
2201.0,4,6,2,1,2,3,3,Apartment,Furnished,Ready to Move,Yelahanka,2.7,18.0,4,2,13980000,0,0,0,10
940.0,2,3,2,1,2,8,10,Apartment,Semi-Furnished,Ready to Move,Yelahanka,3.2,15.1,4,0,4720000,0,1,0,10
1909.0,4,5,2,1,0,6,10,Apartment,Semi-Furnished,Under Construction,Yelahanka,1.6,11.7,3,5,9040000,0,1,1,10
941.0,2,3,3,1,1,4,7,Apartment,Furnished,Ready to Move,HSR Layout,5.3,10.5,4,2,11820000,0,0,0,2
1176.0,3,3,1,1,24,14,25,Villa,Unfurnished,Under Construction,Indiranagar,10.0,4.5,4,1,15630000,2,2,1,4
386.0,1,1,2,1,4,3,3,Apartment,Furnished,Ready to Move,Banashankari,9.0,7.7,3,1,3320000,0,0,0,0
813.0,3,3,3,1,21,14,20,Villa,Semi-Furnished,Ready to Move,Sarjapur Road,4.4,16.5,4,2,6230000,2,1,0,8
1363.0,3,4,1,1,1,5,5,Apartment,Unfurnished,Under Construction,Whitefield,5.6,18.2,1,3,9910000,0,2,1,9
1279.0,3,3,2,1,1,4,7,Independent House,Furnished,Ready to Move,Whitefield,4.7,20.1,1,0,14010000,1,0,0,9
475.0,1,1,1,1,6,2,7,Apartment,Semi-Furnished,Ready to Move,Indiranagar,9.3,1.3,0,1,6600000,0,1,0,4
1201.0,2,3,1,1,3,2,15,Apartment,Semi-Furnished,Under Construction,Yelahanka,3.8,19.1,2,2,6190000,0,1,1,10
455.0,1,1,2,1,8,1,5,Villa,Furnished,Under Construction,Jayanagar,8.2,3.7,6,0,5500000,2,0,1,5
1219.0,2,3,1,1,4,8,25,Apartment,Furnished,Ready to Move,Jayanagar,9.0,6.3,4,0,17140000,0,0,0,5
1854.0,3,4,1,1,13,13,15,Villa,Furnished,Under Construction,Whitefield,3.0,19.0,3,1,15230000,2,0,1,9
853.0,3,3,2,1,4,5,15,Villa,Semi-Furnished,Under Construction,Marathahalli,8.2,16.0,1,2,7100000,2,1,1,7
1425.0,3,4,0,1,6,5,5,Apartment,Semi-Furnished,Ready to Move,Hebbal,5.2,13.8,2,1,13300000,0,1,0,3
1288.0,3,4,0,1,3,7,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.5,23.5,1,1,7190000,0,2,0,1
396.0,2,2,2,1,9,12,20,Apartment,Furnished,Ready to Move,Sarjapur Road,3.0,14.5,4,5,2990000,0,0,0,8
675.0,2,3,1,1,8,7,7,Independent House,Semi-Furnished,Ready to Move,Banashankari,4.1,7.4,3,6,6490000,1,1,0,0
1097.0,2,3,1,1,4,3,5,Villa,Semi-Furnished,Under Construction,HSR Layout,7.3,14.8,4,0,14110000,2,1,1,2
2712.875,4,4,1,1,2,10,10,Apartment,Furnished,Ready to Move,Jayanagar,7.6,5.0,2,3,50460000,0,0,0,5
1652.0,3,3,0,1,7,6,20,Apartment,Furnished,Ready to Move,HSR Layout,7.2,13.1,7,3,22390000,0,0,0,2
1011.0,2,2,0,1,22,5,10,Apartment,Furnished,Ready to Move,Hebbal,4.3,12.0,4,2,8060000,0,0,0,3
945.0,2,2,2,1,1,2,7,Independent House,Semi-Furnished,Ready to Move,Marathahalli,0.0,13.1,1,1,6830000,1,1,0,7
2673.0,4,4,1,1,12,3,10,Apartment,Unfurnished,Ready to Move,Marathahalli,1.3,14.6,3,1,16140000,0,2,0,7
2001.0,3,4,1,1,6,3,20,Apartment,Furnished,Ready to Move,Hebbal,5.0,9.5,2,3,20160000,0,0,0,3
1235.0,3,3,3,1,5,1,3,Independent House,Semi-Furnished,Under Construction,Electronic City,3.8,24.7,3,1,7310000,1,1,1,1
570.0,2,3,2,1,24,2,5,Apartment,Furnished,Under Construction,Yelahanka,2.4,13.4,7,2,2250000,0,0,1,10
551.0,2,2,0,1,7,3,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,5.6,7.7,2,0,5510000,0,1,1,5
2712.875,4,5,1,1,14,1,3,Independent House,Furnished,Under Construction,Koramangala,8.4,7.2,3,3,72900000,1,0,1,6
1386.0,3,4,2,1,5,4,7,Villa,Semi-Furnished,Under Construction,Sarjapur Road,3.5,19.3,4,0,10720000,2,1,1,8
984.0,2,3,2,1,2,2,5,Apartment,Furnished,Ready to Move,Hebbal,4.3,10.3,2,3,10820000,0,0,0,3
1283.0,4,4,2,1,9,3,10,Apartment,Unfurnished,Under Construction,Electronic City,0.9,22.6,7,2,6060000,0,2,1,1
1189.0,3,3,1,1,20,3,7,Apartment,Furnished,Ready to Move,Hebbal,3.7,9.8,3,1,9000000,0,0,0,3
893.0,2,3,1,1,14,3,7,Apartment,Unfurnished,Ready to Move,Yelahanka,4.4,15.4,2,3,3920000,0,2,0,10
989.0,2,2,1,1,1,10,20,Independent House,Unfurnished,Ready to Move,HSR Layout,4.9,8.4,0,4,10780000,1,2,0,2
874.0,2,2,2,1,3,3,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.7,5.7,4,1,6390000,0,1,0,0
752.0,2,2,2,1,5,6,7,Villa,Semi-Furnished,Ready to Move,Koramangala,10.0,5.9,5,0,11700000,2,1,0,6
1180.0,3,4,0,1,6,4,7,Independent House,Semi-Furnished,Ready to Move,HSR Layout,5.1,13.0,1,1,17650000,1,1,0,2
1179.0,2,2,0,1,1,9,10,Apartment,Semi-Furnished,Ready to Move,Koramangala,7.3,7.2,1,2,18480000,0,1,0,6
2097.0,4,4,3,1,2,10,15,Apartment,Furnished,Under Construction,Yelahanka,4.5,16.7,5,3,10840000,0,0,1,10
2712.875,4,5,1,1,11,13,15,Apartment,Furnished,Ready to Move,Marathahalli,5.8,18.4,7,2,25720000,0,0,0,7
451.0,1,2,1,1,10,10,10,Independent House,Semi-Furnished,Under Construction,Koramangala,7.0,2.0,1,2,5740000,1,1,1,6
572.0,3,3,2,1,14,13,20,Independent House,Semi-Furnished,Ready to Move,Indiranagar,6.2,8.9,2,2,9850000,1,1,0,4
1790.0,4,4,1,1,21,14,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.9,16.7,2,2,11720000,0,1,0,7
1157.0,3,3,1,1,2,2,5,Villa,Furnished,Ready to Move,Whitefield,5.2,20.1,4,4,13460000,2,0,0,9
1497.0,3,3,1,1,15,5,5,Apartment,Furnished,Under Construction,Yelahanka,3.6,16.7,3,4,8090000,0,0,1,10
1574.0,2,3,2,1,8,2,10,Independent House,Unfurnished,Under Construction,Hebbal,6.4,15.1,2,0,10750000,1,2,1,3
1594.0,3,4,1,1,24,14,25,Apartment,Unfurnished,Ready to Move,Jayanagar,4.9,8.0,5,2,12980000,0,2,0,5
2166.0,3,4,3,1,2,1,7,Apartment,Unfurnished,Under Construction,Banashankari,5.3,8.8,2,2,13960000,0,2,1,0
2712.875,4,6,1,1,2,1,5,Independent House,Semi-Furnished,Under Construction,Electronic City,2.9,20.6,3,0,21150000,1,1,1,1
830.0,2,3,2,1,9,5,20,Apartment,Semi-Furnished,Ready to Move,Banashankari,5.6,5.2,0,3,5720000,0,1,0,0
2139.0,4,4,0,1,21,1,5,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.2,14.3,2,2,11370000,0,1,0,7
1288.0,2,3,1,1,13,8,10,Apartment,Semi-Furnished,Under Construction,Marathahalli,5.5,10.6,1,3,7310000,0,1,1,7
2712.875,4,5,2,1,10,1,3,Apartment,Semi-Furnished,Ready to Move,Koramangala,8.9,6.2,1,5,52530000,0,1,0,6
1238.0,3,4,1,1,3,1,3,Apartment,Unfurnished,Ready to Move,Yelahanka,3.4,10.7,6,2,5760000,0,2,0,10
1470.0,3,3,2,1,10,8,10,Independent House,Semi-Furnished,Ready to Move,Indiranagar,9.1,5.9,2,6,27030000,1,1,0,4
999.0,3,4,1,1,12,3,10,Apartment,Unfurnished,Ready to Move,Koramangala,8.6,3.2,3,4,11970000,0,2,0,6
1106.0,2,2,0,1,11,4,5,Apartment,Furnished,Ready to Move,Whitefield,3.4,18.7,2,1,7530000,0,0,0,9
1245.0,2,3,1,1,9,8,15,Villa,Semi-Furnished,Ready to Move,Jayanagar,6.1,5.2,6,3,17170000,2,1,0,5
957.0,2,3,2,1,0,4,5,Apartment,Semi-Furnished,Under Construction,Jayanagar,7.3,1.0,4,3,11480000,0,1,1,5
823.0,2,3,0,1,8,9,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,4.6,16.7,3,3,4280000,0,1,1,8
1018.0,2,3,3,1,5,6,7,Villa,Semi-Furnished,Ready to Move,Yelahanka,2.0,13.4,3,5,6380000,2,1,0,10
1516.0,3,3,1,1,24,3,15,Independent House,Semi-Furnished,Ready to Move,Whitefield,2.7,17.4,3,1,11970000,1,1,0,9
1422.0,3,3,0,1,7,5,15,Villa,Unfurnished,Ready to Move,Sarjapur Road,1.2,27.4,1,1,9880000,2,2,0,8
983.0,2,3,1,1,7,3,3,Villa,Semi-Furnished,Under Construction,Koramangala,6.1,1.0,5,2,18280000,2,1,1,6
1930.0,4,5,1,1,24,3,5,Apartment,Unfurnished,Ready to Move,Hebbal,4.2,13.2,4,1,11420000,0,2,0,3
1678.0,3,3,0,1,0,12,20,Independent House,Semi-Furnished,Ready to Move,Hebbal,4.3,9.6,3,1,18710000,1,1,0,3
2712.875,4,5,2,1,2,1,7,Apartment,Semi-Furnished,Ready to Move,Jayanagar,6.2,3.3,3,0,37170000,0,1,0,5
1124.0,3,3,1,1,8,1,10,Independent House,Semi-Furnished,Ready to Move,Sarjapur Road,1.9,14.0,3,1,7770000,1,1,0,8
757.0,2,2,1,1,3,1,5,Apartment,Semi-Furnished,Ready to Move,Electronic City,0.6,25.4,3,2,4090000,0,1,0,1
1328.0,3,3,3,1,3,3,25,Independent House,Unfurnished,Under Construction,Indiranagar,8.9,8.6,4,5,19990000,1,2,1,4
1606.0,3,3,1,1,17,7,20,Villa,Unfurnished,Ready to Move,Hebbal,5.2,10.1,4,3,14550000,2,2,0,3
566.0,1,1,1,1,6,3,3,Independent House,Unfurnished,Ready to Move,Indiranagar,9.6,7.7,4,4,8640000,1,2,0,4
479.0,1,1,1,1,0,2,10,Apartment,Unfurnished,Under Construction,Electronic City,4.6,18.9,5,1,2210000,0,2,1,1
999.0,2,2,1,1,2,14,20,Apartment,Semi-Furnished,Ready to Move,Jayanagar,7.3,4.8,1,1,14050000,0,1,0,5
887.0,2,2,1,1,0,5,7,Villa,Semi-Furnished,Ready to Move,Hebbal,5.2,14.0,7,2,9500000,2,1,0,3
1117.0,2,2,1,1,6,2,7,Independent House,Furnished,Ready to Move,Electronic City,4.6,19.0,1,4,9950000,1,0,0,1
1493.0,3,4,1,1,1,6,7,Apartment,Furnished,Ready to Move,Koramangala,10.0,1.8,1,1,31260000,0,0,0,6
890.0,2,2,2,1,15,1,3,Independent House,Semi-Furnished,Under Construction,Sarjapur Road,2.7,18.1,3,5,5810000,1,1,1,8
1464.0,3,4,2,1,6,7,15,Independent House,Semi-Furnished,Under Construction,Hebbal,6.2,12.1,3,3,12540000,1,1,1,3
1768.0,3,4,2,1,0,2,10,Apartment,Unfurnished,Ready to Move,Whitefield,3.4,16.8,0,2,12740000,0,2,0,9
841.0,2,2,1,1,2,10,10,Independent House,Semi-Furnished,Ready to Move,HSR Layout,6.7,16.7,7,1,11540000,1,1,0,2
594.0,1,1,0,1,7,2,7,Apartment,Unfurnished,Under Construction,Koramangala,9.6,1.5,3,4,5760000,0,2,1,6
542.0,1,1,1,1,3,2,15,Apartment,Semi-Furnished,Ready to Move,Electronic City,2.9,24.9,3,0,2530000,0,1,0,1
1031.0,2,2,1,1,5,11,15,Apartment,Furnished,Ready to Move,Indiranagar,7.2,6.8,2,1,16850000,0,0,0,4
825.0,2,2,0,1,19,6,10,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.0,15.6,1,3,4170000,0,1,1,8
970.0,2,2,1,1,3,2,20,Villa,Unfurnished,Under Construction,Marathahalli,2.6,15.4,5,2,6530000,2,2,1,7
1710.0,3,4,1,1,3,2,5,Apartment,Furnished,Ready to Move,Marathahalli,2.4,11.5,2,3,16080000,0,0,0,7
1137.0,3,3,2,1,13,14,15,Villa,Unfurnished,Ready to Move,Electronic City,5.1,22.2,1,4,7900000,2,2,0,1
697.0,2,3,1,1,3,1,10,Villa,Furnished,Ready to Move,Hebbal,5.8,14.5,2,3,9500000,2,0,0,3
704.0,2,2,3,1,0,3,5,Villa,Furnished,Ready to Move,Indiranagar,7.6,3.3,1,1,16140000,2,0,0,4
1072.0,3,4,2,1,1,4,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,3.2,9.2,1,2,9330000,0,1,0,0
2238.0,4,4,0,1,23,1,7,Independent House,Unfurnished,Ready to Move,Marathahalli,2.6,12.3,5,2,14260000,1,2,0,7
1006.0,3,3,1,1,21,6,20,Apartment,Furnished,Ready to Move,Koramangala,6.9,4.5,4,4,13540000,0,0,0,6
1316.0,3,3,2,1,2,4,15,Apartment,Semi-Furnished,Ready to Move,Marathahalli,5.7,14.3,2,3,9220000,0,1,0,7
1067.0,2,3,2,1,6,2,10,Apartment,Unfurnished,Ready to Move,Electronic City,3.2,20.9,3,2,5900000,0,2,0,1
1029.0,2,2,1,1,1,1,3,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,6.9,12.5,3,4,5350000,0,1,1,8
1845.0,4,5,1,1,8,14,25,Independent House,Semi-Furnished,Ready to Move,Whitefield,4.3,22.3,5,1,15180000,1,1,0,9
571.0,1,2,1,1,1,4,7,Apartment,Unfurnished,Ready to Move,Koramangala,7.1,10.0,1,0,5890000,0,2,0,6
2712.875,4,6,1,1,0,7,10,Villa,Unfurnished,Ready to Move,Hebbal,6.4,12.4,6,1,26520000,2,2,0,3
1337.0,3,3,3,1,13,7,15,Apartment,Unfurnished,Ready to Move,HSR Layout,3.8,8.2,3,2,13240000,0,2,0,2
1340.0,3,4,1,1,3,4,5,Apartment,Unfurnished,Ready to Move,Hebbal,5.3,12.6,4,1,11840000,0,2,0,3
795.0,1,2,0,1,0,7,10,Independent House,Unfurnished,Ready to Move,HSR Layout,4.5,13.4,5,1,10070000,1,2,0,2
1626.0,3,3,1,1,14,1,3,Independent House,Unfurnished,Ready to Move,Marathahalli,0.7,17.8,3,2,10770000,1,2,0,7
2094.0,3,3,2,1,11,1,5,Apartment,Unfurnished,Ready to Move,Sarjapur Road,3.5,20.7,2,1,10670000,0,2,0,8
855.0,2,3,2,1,9,3,15,Apartment,Unfurnished,Ready to Move,Jayanagar,7.9,7.3,3,0,8130000,0,2,0,5
933.0,2,3,2,1,19,5,5,Apartment,Furnished,Under Construction,Electronic City,3.7,24.0,5,2,4630000,0,0,1,1
1467.0,4,4,2,1,5,1,7,Apartment,Semi-Furnished,Under Construction,HSR Layout,4.8,10.4,3,2,16160000,0,1,1,2
1173.0,3,4,2,1,1,2,5,Independent House,Semi-Furnished,Ready to Move,Whitefield,0.4,17.1,2,2,11170000,1,1,0,9
1311.0,2,2,2,1,0,1,7,Independent House,Semi-Furnished,Under Construction,Electronic City,3.1,20.9,1,1,8490000,1,1,1,1
492.0,1,1,1,1,3,1,3,Apartment,Unfurnished,Under Construction,Marathahalli,3.8,13.0,2,2,2540000,0,2,1,7
1937.0,3,3,0,1,0,7,15,Independent House,Furnished,Ready to Move,Yelahanka,3.9,16.9,7,3,13580000,1,0,0,10
1051.0,3,3,2,1,6,1,3,Apartment,Semi-Furnished,Under Construction,Yelahanka,1.4,10.7,6,2,4800000,0,1,1,10
1105.0,3,4,1,1,0,14,15,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,4.9,19.5,2,1,7090000,0,1,0,8
1304.0,3,3,2,1,4,8,10,Apartment,Furnished,Ready to Move,Hebbal,4.2,6.0,5,0,12680000,0,0,0,3
937.0,2,2,1,1,1,2,7,Villa,Semi-Furnished,Under Construction,Marathahalli,3.6,15.2,0,1,7850000,2,1,1,7
1658.0,3,3,2,1,3,2,20,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.1,13.5,2,2,17950000,0,1,0,2
1035.0,2,2,0,1,8,1,5,Apartment,Furnished,Ready to Move,Yelahanka,1.2,18.7,2,0,5320000,0,0,0,10
1833.0,4,5,0,1,3,5,7,Apartment,Furnished,Ready to Move,Marathahalli,5.2,11.3,4,1,14100000,0,0,0,7
1362.0,3,4,2,1,3,2,5,Apartment,Furnished,Ready to Move,Jayanagar,4.6,7.9,2,2,18680000,0,0,0,5
889.0,2,2,1,1,24,4,7,Independent House,Unfurnished,Ready to Move,Whitefield,5.3,22.1,5,3,5630000,1,2,0,9
776.0,2,3,2,1,10,14,25,Apartment,Furnished,Ready to Move,Indiranagar,8.3,10.1,2,1,13790000,0,0,0,4
1644.0,4,4,1,1,5,5,5,Apartment,Semi-Furnished,Ready to Move,Indiranagar,8.4,6.1,4,3,28930000,0,1,0,4
1145.0,2,3,3,1,6,14,15,Independent House,Semi-Furnished,Ready to Move,Hebbal,0.4,15.1,2,1,10050000,1,1,0,3
602.0,2,3,2,1,7,9,10,Independent House,Unfurnished,Ready to Move,Jayanagar,5.8,4.7,2,4,6990000,1,2,0,5
1852.0,3,3,1,1,0,2,3,Independent House,Unfurnished,Under Construction,Electronic City,3.0,19.4,1,2,8270000,1,2,1,1
884.0,2,3,2,1,0,12,20,Apartment,Unfurnished,Under Construction,Banashankari,7.0,10.6,4,4,6340000,0,2,1,0
1183.0,3,3,0,1,8,12,25,Apartment,Semi-Furnished,Ready to Move,Whitefield,4.3,22.6,4,3,9250000,0,1,0,9
1090.0,2,2,1,1,3,9,20,Apartment,Unfurnished,Ready to Move,Indiranagar,7.7,3.1,3,0,16120000,0,2,0,4
1815.0,3,3,2,1,0,10,10,Apartment,Unfurnished,Ready to Move,Whitefield,5.6,16.4,2,0,14400000,0,2,0,9
672.0,1,2,2,1,2,2,5,Independent House,Furnished,Ready to Move,Sarjapur Road,2.9,18.4,2,1,5630000,1,0,0,8
605.0,1,1,1,1,1,5,7,Apartment,Semi-Furnished,Under Construction,Yelahanka,4.5,16.1,5,3,2290000,0,1,1,10
2434.0,4,5,1,1,19,7,10,Apartment,Semi-Furnished,Ready to Move,HSR Layout,6.7,10.7,1,1,26070000,0,1,0,2
919.0,3,4,2,1,1,2,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,3.7,14.7,3,1,8970000,0,1,0,3
850.0,2,2,1,1,1,7,15,Apartment,Semi-Furnished,Ready to Move,HSR Layout,7.7,13.1,5,2,9860000,0,1,0,2
776.0,2,2,2,1,7,11,15,Independent House,Unfurnished,Under Construction,Yelahanka,3.9,16.0,5,3,3550000,1,2,1,10
1742.0,3,4,2,1,5,1,5,Apartment,Semi-Furnished,Ready to Move,Sarjapur Road,5.0,15.0,5,2,10590000,0,1,0,8
1292.0,3,3,1,1,6,4,7,Apartment,Semi-Furnished,Ready to Move,Hebbal,4.7,9.8,4,1,12350000,0,1,0,3
2712.875,4,5,0,1,4,14,25,Apartment,Unfurnished,Under Construction,Whitefield,5.2,18.2,1,4,20390000,0,2,1,9
2712.875,4,6,1,1,5,5,5,Apartment,Semi-Furnished,Ready to Move,Banashankari,7.5,7.6,3,1,26630000,0,1,0,0
1158.0,3,4,2,1,12,4,7,Apartment,Semi-Furnished,Under Construction,Sarjapur Road,3.9,16.5,4,1,6520000,0,1,1,8
838.0,2,2,2,1,1,2,3,Villa,Semi-Furnished,Under Construction,Electronic City,2.7,21.3,5,0,5570000,2,1,1,1
1762.0,3,4,2,1,4,5,7,Apartment,Unfurnished,Ready to Move,Hebbal,7.3,12.2,3,1,16100000,0,2,0,3
1182.0,3,3,1,1,24,3,7,Villa,Semi-Furnished,Ready to Move,HSR Layout,7.3,8.1,4,2,13020000,2,1,0,2
973.0,2,2,2,1,1,1,3,Independent House,Semi-Furnished,Ready to Move,Yelahanka,2.3,17.0,7,1,6070000,1,1,0,10
801.0,2,3,1,1,2,2,3,Independent House,Semi-Furnished,Under Construction,Whitefield,6.9,25.5,4,2,6650000,1,1,1,9
515.0,1,2,2,1,1,1,10,Independent House,Furnished,Under Construction,Sarjapur Road,1.9,17.5,5,2,3820000,1,0,1,8
544.0,1,1,1,1,0,3,7,Apartment,Furnished,Ready to Move,Jayanagar,7.5,4.0,3,2,7050000,0,0,0,5
801.0,2,2,2,1,2,1,3,Apartment,Semi-Furnished,Ready to Move,Whitefield,6.1,20.9,3,1,6260000,0,1,0,9
